9021,05/08/2022,24/12/2023,12:40:13,007736MA39002,CAT NACIONAL,39,BOTIN VERDE NOBUK,100.00,CAJAMARCA,JACK,CAJAMARCA,165.00,efectivo,,
9022,30/11/2023,24/12/2023,12:40:29,009879MA32001,KAFEIMAO,32,AZULMARINO AZUL BLANCO-PERILLA,77.00,CAJAMARCA,CARLITOS,CAJAMARCA,120.00,efectivo,,
8848,30/03/2023,23/12/2023,12:41:10,008970MA40002,VARELO,40,NEGRO BLANCO-NARANJA CUERO,100.00,CAJAMARCA,FRAN,CAJAMARCA,133.00,efectivo,,
8849,16/07/2023,23/12/2023,12:41:23,009398MA37002,I-RUN,37,BLANCO LILA VALENCIAGA,96.00,CAJAMARCA,JACK,CAJAMARCA,145.00,efectivo,,
9023,20/10/2023,24/12/2023,12:41:26,009779MA34001,NEW ATHLETIC,34,LILA NEGRO DEPORTIVO,101.00,CAJAMARCA,JACK,CAJAMARCA,135.00,efectivo,,
8645,01/12/2023,20/12/2023,12:44:15,009896MA36001,DROMEDAR,36,BOTIN NEGRO ROJO,90.00,CAJAMARCA,CARLITOS,CAJAMARCA,130.00,efectivo,,
8705,07/12/2023,21/12/2023,12:46:16,009960MA40002,PUNTO,40,BLANCO ACERO URBANA-FIBRA,117.00,CAJAMARCA,CARLITOS,CAJAMARCA,150.00,electronico,CAMBIO,
8850,20/12/2023,23/12/2023,12:47:28,010031MA42002,DROMEDAR,42,BOTIN BLANCO NEGRO-CAPSULA,117.00,CAJAMARCA,CARLITOS,CAJAMARCA,160.00,efectivo,,
9024,25/11/2023,24/12/2023,12:48:47,009871MA36001,IVANO,36,NEGRO BLANCO CLASICO,77.00,CAJAMARCA,KEVIN,CAJAMARCA,123.00,efectivo,,
8851,11/08/2023,23/12/2023,12:49:02,009551MA42001,NEW ATHLETIC,42,NEGRO NEGRO-CAP VALENCIAGA,117.00,CAJAMARCA,CARLITOS,CAJAMARCA,150.00,efectivo,,
9025,27/09/2023,24/12/2023,12:49:54,009584MA27002,JIMIPAND,27,BLANCO AZUL URBANA,70.00,CAJAMARCA,PAMELA,CAJAMARCA,100.00,efectivo,,
9026,03/12/2023,24/12/2023,12:50:05,009919MA38002,I-RUN,38,NEGRO ROSADA FIBRA,102.00,CAJAMARCA,DIEGO,CAJAMARCA,150.00,efectivo,,
8761,07/07/2023,22/12/2023,12:50:52,009349MA37002,PUNTO,37,BLANCO ROJO NEGRO,105.00,CAJAMARCA,PAMELA,CAJAMARCA,140.00,efectivo,,
8762,16/12/2023,22/12/2023,12:51:41,009858MA40004,KALOIS,40,BOTIN RUSTICO MARRON-GOMA,98.00,CAJAMARCA,PAMELA,CAJAMARCA,170.00,efectivo,,
9027,20/10/2023,24/12/2023,12:52:16,009780MA32002,NEW ATHLETIC,32,NEGRO CELESTE DEPORTIVO,101.00,CAJAMARCA,FRAN,CAJAMARCA,135.00,efectivo,,
8763,18/10/2023,22/12/2023,12:52:31,009748MA28002,AIR RUNNING,28,BOTIN NEGRO ROJO-GOMA,77.00,CAJAMARCA,PAMELA,CAJAMARCA,110.00,efectivo,,
8852,28/02/2020,23/12/2023,12:53:02,003867MA41001,MARK AIR,41,PLOMO MOCASIN CORREA,82.00,CAJAMARCA,FRAN,CAJAMARCA,123.00,efectivo,,
8764,21/12/2023,22/12/2023,12:53:57,010041MA40001,NEW ATHLETIC,40,PLOMO PLATA DEPORTIVO,116.00,CAJAMARCA,JACK,CAJAMARCA,150.00,efectivo,,
8853,01/12/2023,23/12/2023,12:54:14,009889MA26001,VABUDOG,26,NEGRO ACERO NARANJA-TERRILLA,70.00,CAJAMARCA,PAMELA,CAJAMARCA,110.00,efectivo,,
8765,07/12/2023,22/12/2023,12:54:24,009961MA40001,PUNTO,40,BLANCO NEGRO URBANA-FIBRA,117.00,CAJAMARCA,JACK,CAJAMARCA,150.00,efectivo,,
